Id;Name;File_Name;AnimCount;LT_size;RT_size;prpNaNoze;prpNaVode;prpLT;prpRT;prpPruchozi;prpStrom;prpBudova;FireAddDohled;Budova_DoorLT;Budova_DoorRT;AddAnim_Id;AddAnim_X;AddAnim_Y;KreslitTyp;KreslitLvl;SizeProc;IdModel;Vysky
894;Hospoda-f4_TV;IMAGE\OBJECT\BUDOVY\TRPASLIK_VESNICE\HOSPODA-F4_X*.PNG;1;4;4;0;0;0;0;0;0;1;0;0;3;479;-69;151;2;2;100;0;0x353535353535353535353535353535AD02303008AD02303008
895;Zemljamka03-f4_TV;IMAGE\OBJECT\BUDOVY\TRPASLIK_VESNICE\ZEMLJAMKA03-F4_X*.PNG;1;2;2;0;0;0;0;0;0;1;0;1;0;483;36;80;2;2;100;0;0x1D1D011D1D1D0A0A0D
896;Strazni-vez_CO;IMAGE\OBJECT\BUDOVY\CLOVEK_OSADA\STRAZNI-VEZ-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;100;0;0x141C141C441C141C14
897;Kovarna-f4_TV;IMAGE\OBJECT\BUDOVY\TRPASLIK_VESNICE\KOVARNA-F4_X*.PNG;1;4;3;0;0;0;0;0;0;1;0;2;0;479;-61;183;2;2;100;0;0x14140202141402022C2C2C2C2C2C2C2C2C2C2C2C
898;Kasarna_CO;IMAGE\OBJECT\BUDOVY\CLOVEK_OSADA\KASARNA-F4_X*.PNG;1;6;6;0;0;0;0;0;0;1;0;0;3;0;0;0;2;2;100;0;0x303730143037303714141414143737141414142C3737141414142C3737141414142C373714141414143730373030303030
899;Skola-f4_EM;IMAGE\OBJECT\BUDOVY\ELF\SKOLA-F4_X*.PNG;1;6;6;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;100;0;0x1414140101011414140101011414140101011E1E1EFEFEFE1E1E1EFEFEFE1E1E1EFEFEFE
900;Kostel_CO;IMAGE\OBJECT\BUDOVY\CLOVEK_OSADA\KOSTEL-F4_X*.PNG;1;7;8;0;0;0;0;0;0;1;0;3;0;0;0;0;2;2;100;0;0x14141414141414141414141414141414146C6C3C3C3C3C141478785454545414146C6C3C3C3C3C1414141414141414141414141414141414
901;Zemljamka05-f4_TV;IMAGE\OBJECT\BUDOVY\TRPASLIK_VESNICE\ZEMLJAMKA05-F4_X*.PNG;1;2;2;0;0;0;0;0;0;1;0;0;1;482;-44;87;2;2;100;0;0x262626262626303008
902;Zemljamka04-f4_TV;IMAGE\OBJECT\BUDOVY\TRPASLIK_VESNICE\ZEMLJAMKA04-F4_X*.PNG;1;2;2;0;0;0;0;0;0;1;0;0;0;481;2;82;2;2;100;0;0x1C1C011C1C011C1C01
903;Chtrc5_CO;IMAGE\OBJECT\BUDOVY\CLOVEK_OSADA\CHTRC5-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;475;6;160;2;2;100;0;0x1E2727193131193C3C
904;Zbrojirna_CO;IMAGE\OBJECT\BUDOVY\CLOVEK_OSADA\ZBROJIRNA-F4_X*.PNG;1;4;4;0;0;0;0;0;0;1;0;1;0;0;0;0;2;2;100;0;0x1D26262614343434143E3E3E1D2C2C2C
905;StradaniMany_EM;IMAGE\OBJECT\BUDOVY\ELF\STRADANIMANY_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;100;0;0x141414143014141414
906;Kovarna-f4_TM;IMAGE\OBJECT\BUDOVY\TRPASLIK_MESTO\KOVARNA-F4_X*.PNG;1;4;3;0;0;0;0;0;0;1;0;2;0;481;-60;190;2;2;100;0;0x14140202141402022C2C2C2C2C2C2C2C2C2C2C2C
907;Citadela-f4_EM;IMAGE\OBJECT\BUDOVY\ELF\CITADELA-F4_X*.PNG;1;11;11;0;0;0;0;0;0;1;0;5;0;0;0;0;2;2;100;0;0x14141414141401010101011414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414
908;Kasarna-f4_TV;IMAGE\OBJECT\BUDOVY\TRPASLIK_VESNICE\KASARNA-F4_X*.PNG;1;6;6;0;0;0;0;0;0;1;0;0;3;0;0;0;2;2;100;0;0x20202020202020202020202020202020202020202020202020202020C0F5ADAD023008C0F5ADAD023008C0F5ADAD023008
909;Palac-f4;IMAGE\OBJECT\BUDOVY\TRPASLIK_MESTO\PALAC-F4_X*.PNG;1;8;12;0;0;0;0;0;0;1;0;3;0;0;0;0;2;2;100;0;0x141414141414020202020202141414141414020202020202141414141414020202020202141414141414020202020202A3A3A3A3A3A3080808080808A3A3A3A3A3A3080808080808A3A3A3A3A3A3080808080808A3A3A3A3A3A3080808080808
910;Spital-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\SPITAL-F4-M_X*.PNG;1;4;4;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x3434343434343434343434343434340202D06C6C0202D06C6C
911;Dul-gold-f4_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\DUL-GOLD-F4_X*.PNG;1;3;4;0;0;0;0;0;0;1;0;0;2;965;48;190;2;2;100;0;0x1B1B1B1B1B1B1B1B1B1BBA02D0D06CBA02D0D06C
912;Chram-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\CHRAM-F4_X*.PNG;1;4;5;0;0;0;0;0;0;1;0;2;0;0;0;0;2;2;100;0;0x141414020202141414141414141414141414141414141414141414141414
913;Srub01-f4_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\SRUB01-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;1;0;481;10;150;2;2;100;0;0x14140202141402021414020214140202
914;Kostel-f4-o_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\KOSTEL-F4-O_X*.PNG;1;6;7;0;0;0;0;0;0;1;0;3;0;0;0;0;2;2;100;0;0x1414141402020202191919191414141419191919191919191919191919191919191919191919191919191919191919191919191919191919
915;Dul-gold-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\DUL-GOLD-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x14141414141414140230300802303008
916;Srub05-f4_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\SRUB05-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;475;37;164;2;2;100;0;0x14140202141414141A1A1A1A
917;Stan05-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\STAN05-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;0;0;0;2;2;100;0;0x141402141402242424
918;Mesto-canon-f4_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\MESTO-CANON-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;100;0;0x1C1C021C1C02BABA6C
919;Palac-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\PALAC-F4_X*.PNG;1;14;9;0;0;0;0;0;0;1;0;0;0;934;62;217;2;2;100;0;0x141414141402020202141414141402020202141414141402020202141414141402020202141414141402020202141414141402020202141414141402020202BFBFBFBFBF08080808BFBFBFBFBF08080808BFBFBFBFBF08080808BFBFBFBFBF08080808BFBFBFBFBF08080808BFBFBFBFBF08080808BFBFBFBFBF08080808
920;Manufaktura-f4_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\MANUFAKTURA-F4_X*.PNG;1;5;6;0;0;0;0;0;0;1;0;0;4;0;0;0;2;2;100;0;0x14141414141414141414141414141414141414141408C4F069BAD06C08C4F069BAD06C08C4F069BAD06C
921;Mag-vez-f4_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\MAG-VEZ-F4_X*.PNG;1;8;8;0;0;0;0;0;0;1;0;0;4;0;0;0;2;2;100;0;0x181818181818181818181818181818181818181818181818181818181818181818181818181818181818181818C402F069BABA02D06CC402F069BABA02D06CC402F069BABA02D06CC402F069BABA02D06C
922;Kamenny-dum03-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\KAMENNY-DUM03-F4-M_X*.PNG;1;4;3;0;0;0;0;0;0;1;0;3;0;474;-43;231;2;2;100;0;0x141402023B3B323232323F3F0D0D1414
923;Kovarna-f4-o_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\KOVARNA-F4-O_X*.PNG;1;4;4;0;0;0;0;0;0;1;0;0;1;475;-18;186;2;2;100;0;0x2C2C38382C2C38383030080830300808
924;Strazni-vez-f4_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\STRAZNI-VEZ-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x202020202020303008
925;Dum_gold-f4_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\DUM_GOLD-F4_X*.PNG;1;3;4;0;0;0;0;0;0;1;0;0;2;965;50;187;2;2;100;0;0x1414141414141414141402023008080202300808
926;Pristav-f4-o_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\PRISTAV-F4-O_X*.PNG;1;5;5;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;100;0;0x313131020202313131020202313131020202313131020202313131020202313131020202
927;Kamenny-dum05-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\KAMENNY-DUM05-F4-M_X*.PNG;1;3;4;0;0;0;0;0;0;1;0;0;2;475;73;212;2;2;100;0;0x1414142714141427BA02D06C
928;Putyka-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\PUTYKA-F4_X*.PNG;1;4;4;0;0;0;0;0;0;1;0;0;2;939;-6;80;2;2;100;0;0x142B2B2B2B142B2B2B2B142B2B2B2BB902303008B902303008
929;Kostel-f4-m;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\KOSTEL-F4-M_X*.PNG;1;6;7;0;0;0;0;0;0;1;0;3;0;0;0;0;2;2;100;0;0x1414141402020202141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414
930;Dul-elf-gold;IMAGE\OBJECT\_ADDANIM\BUDOVY\DUL-ELF-GOLD_X*.PNG;32;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;100;0;0x
931;Srub02-f4_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\SRUB02-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;1;474;-16;149;2;2;100;0;0x14141A1A14141A1A3030080830300808
932;Vez-sip-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\VEZ-SIP-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x141402141402BFBF08
933;Spital-f4_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\SPITAL-F4_X*.PNG;1;4;4;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x14141435351414143535141414353502023008080202300808
934;Vrany;IMAGE\OBJECT\_ADDANIM\DALSI\VRANY_X*.PNG;32;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;100;0;0x
935;Srub03-f4_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\SRUB03-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;1;479;30;157;2;2;100;0;0x141414141414141408080808
936;Stan08-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\STAN08-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;0;0;0;2;2;100;0;0x141402141402262626
937;Chram-f4-o_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\CHRAM-F4-O_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;0;0;0;2;2;100;0;0x34340202343438383434383834343838
938;Grunt-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\GRUNT-F4-M_X*.PNG;1;7;7;0;0;0;0;0;0;1;0;0;4;0;0;0;2;2;100;0;0x181818181818182A181818181818182A181818181818182A181818181818182A08C402F0BA02D06C08C402F0BA02D06C08C402F0BA02D06C08C402F0BA02D06C
939;Prase-rozen;IMAGE\OBJECT\_ADDANIM\OHNE\PRASE-ROZEN_X*.PNG;32;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
940;Strazni-vez-f4_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\STRAZNI-VEZ-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x555555555555D0D06C
941;Universita-f4;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\UNIVERSITA-F4_X*.PNG;1;8;8;0;0;0;0;0;0;1;0;0;4;0;0;0;2;2;100;0;0x191919191919192C31191919191919192C31191919191919192C31191919191919192C31191919191919192C31C402F069BABA02D06CC402F069BABA02D06CC402F069BABA02D06CC402F069BABA02D06C
942;Zbrojirna-f4-o_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\ZBROJIRNA-F4-O_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;475;17;187;2;2;100;0;0x24240202242402022424242424242424
943;Hrad-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\HRAD-F4-M_X*.PNG;1;10;10;0;0;0;0;0;0;1;0;0;5;0;0;0;2;2;100;0;0x1414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414143008C402F0F069BA02D06C3008C402F0F069BA02D06C3008C402F0F069BA02D06C3008C402F0F069BA02D06C3008C402F0F069BA02D06C
944;Banka-f4_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\BANKA-F4_X*.PNG;1;6;7;0;0;0;0;0;0;1;0;0;4;0;0;0;2;2;100;0;0x1F1F1F1F1F1818181F1F1F1F1F1818181F1F1F1F1F1818181F1F1F1F1F18181802F069BABA02D06C02F069BABA02D06C02F069BABA02D06C
945;Stan07-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\STAN07-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x141414141414303008
946;Chram-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\CHRAM-F4-M_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;0;0;0;2;2;100;0;0x47470202474747474747474747474747
947;Mlyn-f4_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\MLYN-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;447;-37;116;2;2;100;0;0x323202323202323232
948;Katedrala-f4_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\KATEDRALA-F4_X*.PNG;1;10;10;0;0;0;0;0;0;1;0;0;5;0;0;0;2;2;100;0;0x14141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141408C40202F069BA0202D06C08C40202F069BA0202D06C08C40202F069BA0202D06C08C40202F069BA0202D06C08C40202F069BA0202D06C
949;Radnice-f4-o_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\RADNICE-F4-O_X*.PNG;1;5;5;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x1A1A1A1A1A1C1A1A1A1A1A1C1A1A1A1A1A1CF5B902023008F5B902023008F5B902023008
950;Lodenice-f4_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\LODENICE-F4_X*.PNG;1;4;6;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;100;0;0x1414141402020214141414141414141414141414141414141414141414141414141414
951;Hrad-f4-o_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\HRAD-F4-O_X*.PNG;1;11;11;0;0;0;0;0;0;1;0;0;5;0;0;0;2;2;100;0;0x1414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414145005BF02C0C0F5B90230085005BF02C0C0F5B90230085005BF02C0C0F5B90230085005BF02C0C0F5B90230085005BF02C0C0F5B9023008
952;Radnice-f4_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\RADNICE-F4_X*.PNG;1;5;5;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x14141414141414141414141414141414141469BA0202D06C69BA0202D06C69BA0202D06C
953;Kamenny-dum04-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\KAMENNY-DUM04-F4-M_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;479;-26;190;2;2;100;0;0x1A1A021A1A021A1A1A
954;Velitelsky-stan_BO;IMAGE\OBJECT\BUDOVY\BARBAR\VELITELSKY-STAN_X*.PNG;1;4;4;0;0;0;0;0;0;1;0;2;0;0;0;0;2;2;100;0;0x20202002022A2A2A20202A2A2A20202A2A2A2A2A
955;Lodenice-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\LODENICE-F4_X*.PNG;1;4;4;0;0;0;0;0;0;1;0;0;0;480;-74;173;2;2;100;0;0x242424020224242402022424240202BFBFBF0808BFBFBF0808
956;Hospoda-f4_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\HOSPODA-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;483;-23;174;2;2;100;0;0x33330202333333333333333333333333
957;Trznice-f4-o_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\TRZNICE-F4-O_X*.PNG;1;7;7;0;0;0;0;0;0;1;0;0;5;0;0;0;2;2;100;0;0x202020202020202020202020202020202020202020202020202020202020202005BF02C0B902300805BF02C0B902300805BF02C0B902300805BF02C0B9023008
958;Stan01-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\STAN01-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;0;0;0;2;2;100;0;0x1414021C1C1C14141C
959;Stan03-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\STAN03-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x18181C18181C303008
960;Civil02;IMAGE\OBJECT\BUDOVY\ZZ_DALSI\CIVIL02_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;0;0;0;2;2;100;0;0x141402242414141428
961;Zbrojirna-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\ZBROJIRNA-F4_X*.PNG;1;4;3;0;0;0;0;0;0;1;0;3;0;479;29;93;2;2;100;0;0x141402141402141402BFBF08BFBF08
962;Totem-zdravi_BO;IMAGE\OBJECT\BUDOVY\BARBAR\TOTEM-ZDRAVI_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;0;934;-4;193;2;2;100;0;0x141402141402BFBF08
963;Kovarna-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\KOVARNA-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;474;42;160;2;2;100;0;0x38380202383838383838383838383838
964;Kasarna-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\KASARNA-F4-M_X*.PNG;1;6;6;0;0;0;0;0;0;1;0;0;3;0;0;0;2;2;100;0;0x5A5F5A5A3B3B3B5A5F5A5A3B3B3B5A5F5A5A3B3B3B5A5F5A5A3B3B3BF069BABA02D06CF069BABA02D06CF069BABA02D06C
965;Dul-human-gold;IMAGE\OBJECT\_ADDANIM\BUDOVY\DUL-HUMAN-GOLD_X*.PNG;32;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;100;0;0x
966;Srub04-f4_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\SRUB04-F4_X*.PNG;1;4;4;0;0;0;0;0;0;1;0;0;0;482;59;-70;2;2;100;0;0x14141414141414140808080808080808
967;Pristav-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\PRISTAV-F4-M_X*.PNG;1;5;5;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;100;0;0x242424020202242424020202242424020202BABABA6C6C6CBABABA6C6C6CBABABA6C6C6C
968;OltarBoziSily_EM;IMAGE\OBJECT\BUDOVY\ELF\OLTARBOZISILY_X*.PNG;1;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;100;0;0x1402AA08
969;Obetiste-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\OBETISTE-F4_X*.PNG;1;5;5;0;0;0;0;0;0;1;0;0;3;0;0;0;2;2;100;0;0x141414141414141414141414141414141414303030080808303030080808303030080808
970;Zbrojirna-m-f4_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\ZBROJIRNA-M-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;475;20;196;2;2;100;0;0x1D1D02021D1D020224241D1D24241D1D
971;Grunt-f4-o_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\GRUNT-F4-O_X*.PNG;1;7;7;0;0;0;0;0;0;1;0;0;4;0;0;0;2;2;100;0;0x191919191919192A191919191919192A191919191919192A191919191919192A05BF02C0B902300805BF02C0B902300805BF02C0B902300805BF02C0B9023008
972;Stan06-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\STAN06-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;0;0;0;2;2;100;0;0x1414021414021F1F1B
973;Civil01;IMAGE\OBJECT\BUDOVY\ZZ_DALSI\CIVIL01_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;100;0;0x14140202141414141414141414141414
974;Cviciste-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\CVICISTE-F4_X*.PNG;1;6;6;0;0;0;0;0;0;1;0;0;3;0;0;0;2;2;100;0;0x393939393A2828393939393A2828393939393A2828393939393A2828C0F5B9B9023008C0F5B9B9023008C0F5B9B9023008
975;Lodenice-f4_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\LODENICE-F4_X*.PNG;1;4;6;0;0;0;0;0;0;1;0;3;0;0;0;0;2;2;100;0;0x1414141402020214141414141414141414141414141414141414141414141414141414
976;Kamenny-dum01-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\KAMENNY-DUM01-F4-M_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;475;-5;223;2;2;100;0;0x14140202141402021414141414141414
977;Dul-gold-f4_EM;IMAGE\OBJECT\BUDOVY\ELF\DUL-GOLD-F4_X*.PNG;1;2;2;0;0;0;0;0;0;1;0;0;1;930;10;138;2;2;100;0;0x232323232323303008
978;Vez-kamen-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\VEZ-KAMEN-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x141402141402BFBF08
979;Mala-farma-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\MALA-FARMA-F4-M_X*.PNG;1;4;4;0;0;0;0;0;0;1;0;0;3;481;19;199;2;2;100;0;0x191919192419191919241919191924F069BAD06CF069BAD06C
980;TotemHruzy;IMAGE\OBJECT\BUDOVY\BARBAR\TOTEMHRUZY_X*.PNG;1;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;100;0;0x1402BF08
981;Trznice-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\TRZNICE-F4-M_X*.PNG;1;7;7;0;0;0;0;0;0;1;0;0;4;0;0;0;2;2;100;0;0x1E1E1E1E1E1E24141E1E1E1E1E1E24141E1E1E1E1E1E24141E1E1E1E1E1E241408C402F0BA02D06C08C402F0BA02D06C08C402F0BA02D06C08C402F0BA02D06C
982;hell;IMAGE\OBJECT\BUDOVY\ZZ_DALSI\RADNICE_X*.PNG;1;4;4;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;100;0;0x14141402021414140202141414020214141402021414140202
983;Stan02-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\STAN02-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x141426141426303008
984;Vez-vesnice-kamen-f4_CO;IMAGE\OBJECT\BUDOVY\CLOVEK_OSADA\VEZ-VESNICE-KAMEN-F4_X*.PNG;1;2;2;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x202001202001494908
985;Kamenny-dum02-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\KAMENNY-DUM02-F4-M_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;2;481;22;227;2;2;100;0;0x14140202141414141414141414141414
986;Stan04-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\STAN04-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x14141E14141E303008
987;Lopatky-mlyna-mesto;IMAGE\OBJECT\_ADDANIM\BUDOVY\LOPATKY-MLYNA-MESTO_X*.PNG;16;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;100;0;0x
988;Jarmark-f4_BO;IMAGE\OBJECT\BUDOVY\BARBAR\JARMARK-F4_X*.PNG;1;5;5;0;0;0;0;0;0;1;0;0;2;0;0;0;2;2;100;0;0x282828282828282828282828282828B902303008B902303008
989;Palac-f4_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\PALAC-F4_X*.PNG;1;13;8;0;0;0;0;0;0;1;0;0;4;0;0;0;2;2;100;0;0x1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1AC402F069BABA02D06CC402F069BABA02D06CC402F069BABA02D06CC402F069BABA02D06CC402F069BABA02D06CC402F069BABA02D06CC402F069BABA02D06C
990;Mlyn-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\MLYN-F4-M_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;1;987;-16;129;2;2;100;0;0x141424141424D0D06C
991;Mala-farma-f4-o_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\MALA-FARMA-F4-O_X*.PNG;1;4;4;0;0;0;0;0;0;1;0;0;3;481;18;203;2;2;100;0;0x201C201C25201C201C25201C201C25C0F5B93008C0F5B93008
992;Kasarna-f4-o_CV;IMAGE\OBJECT\BUDOVY\CLOVEK_VESNICE\KASARNA-F4-O_X*.PNG;1;6;6;0;0;0;0;0;0;1;0;0;3;0;0;0;2;2;100;0;0x201C20201C201C201C20201C201C201C20201C201C201C20201C201CC0F5B9B9023008C0F5B9B9023008C0F5B9B9023008
993;Laborator;IMAGE\OBJECT\BUDOVY\ZZ_DALSI\LABORATOR_X*.PNG;1;4;4;0;0;0;0;0;0;1;0;2;0;476;-19;167;2;2;100;0;0x141402021C1C14141C1C14141C1C2828
994;Kovarna-f4-m_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\KOVARNA-F4-M_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;0;2;483;-20;205;2;2;100;0;0x1717171717171717D0D06C6CD0D06C6C
995;Hospoda-f4_CM;IMAGE\OBJECT\BUDOVY\CLOVEK_MESTO\HOSPODA-F4_X*.PNG;1;3;3;0;0;0;0;0;0;1;0;2;0;483;-21;210;2;2;100;0;0x40400202404040404040404040404040
